DateTime parsed,Weight on Bit kkgf,Average Surface Torque kN.m,Rate of Penetration m/h,Total Depth m,Bit Depth (MD) m,Average Rotary Speed rpm
2009-06-27 20:50:00+00:00,,,,892.0,,
2009-06-27 20:50:30+00:00,,,,892.0,,
2009-06-27 20:51:00+00:00,,,,892.0,,
2009-06-27 20:51:30+00:00,,,,892.0,,
2009-06-27 20:52:00+00:00,,,,892.0,,
2009-06-27 20:52:30+00:00,,,,892.0,,
2009-06-27 20:53:00+00:00,,,,892.0,,
2009-06-27 20:53:30+00:00,,,,892.0,,
2009-06-27 20:54:00+00:00,,,,892.0,,
2009-06-27 20:54:30+00:00,,,,892.0,,
2009-06-27 20:55:00+00:00,,,,892.0,,
2009-06-27 20:55:30+00:00,,,,892.0,,
2009-06-27 20:56:00+00:00,,,,892.0,,
2009-06-27 20:56:30+00:00,,,,892.0,,
2009-06-27 20:57:00+00:00,,,,892.0,,
2009-06-27 20:57:30+00:00,,,,892.0,,
2009-06-27 20:58:00+00:00,,,,892.0,,
2009-06-27 20:58:30+00:00,,,,892.0,,
2009-06-27 20:59:00+00:00,,,,892.0,,
2009-06-27 20:59:30+00:00,,,,892.0,,
2009-06-27 21:00:00+00:00,,,,892.0,,
2009-06-27 21:00:30+00:00,,,,892.0,,
2009-06-27 21:01:00+00:00,,,,892.0,,
2009-06-27 21:01:30+00:00,,,,892.0,,
2009-06-27 21:02:00+00:00,,,,892.0,,
2009-06-27 21:02:30+00:00,,,,892.0,,
2009-06-27 21:03:00+00:00,,,,892.0,,
2009-06-27 21:03:30+00:00,,,,892.0,,
2009-06-27 21:04:00+00:00,,,,892.0,,
2009-06-27 21:04:30+00:00,,,,892.0,,
2009-06-27 21:05:00+00:00,,,,892.0,,
2009-06-27 21:05:30+00:00,,,,892.0,,
2009-06-27 21:06:00+00:00,,,,892.0,,
2009-06-27 21:06:30+00:00,,,,892.0,,
2009-06-27 21:07:00+00:00,,,,892.0,,
2009-06-27 21:07:30+00:00,,,,892.0,,
2009-06-27 21:08:00+00:00,,,,892.0,,
2009-06-27 21:08:30+00:00,,,,892.0,,
